cell_id,pred_cell_type
lgiledan-1,CD8+ Cytotoxic T cells
lgilkcmf-1,Smooth Muscle Cells
lgilnkka-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgimdain-1,Smooth Muscle Cells
lgimfafl-1,Smooth Muscle Cells
lginflod-1,Fibroblasts (Stromal cells)
lgipdmml-1,Fibroblasts / Myofibroblasts (Stromal cells)
lgipenld-1,CD4+ T cells (naive/central memory)
lgippimh-1,Fibroblasts (Stromal cells)
lgjadman-1,Smooth Muscle Cells
lgjailkd-1,CD4+ T cells (naive/central memory)
lgjbkhhl-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgjcamnk-1,Fibroblasts (Stromal cells)
lgjcimdo-1,Fibroblasts / Myofibroblasts (Stromal cells)
lgjdahoh-1,Fibroblasts (Stromal cells)
lgjdaicg-1,Cytotoxic/NK-like T cells
lgjdidlp-1,Fibroblasts (Stromal cells)
lgjfojcf-1,CD4+ T cells (naive/central memory)
lgjgdelh-1,CD4+ T cells (naive/central memory)
lgjgghif-1,Natural Killer (NK) cells
lgjgobee-1,Plasma Cells (differentiated B cells)
lgjhmlec-1,CD4+ T cells (naive/central memory)
lgjjogid-1,B cells
lgjkaddl-1,Naive/Central Memory T cells
lgjlocja-1,Natural Killer (NK) cells
lgjngpbj-1,Plasma Cells (differentiated B cells)
lgjnkfje-1,Plasma Cells (differentiated B cells)
lgjobobg-1,CD4+ T cells (naive/central memory)
lgjodfkf-1,Endothelial Cells
lgjoeceh-1,CD4+ T cells (naive/central memory)
lgjpcakn-1,Cytotoxic/NK-like T cells
lgkabbng-1,CD4+ T cells (naive/central memory)
lgkajgda-1,CD4+ T cells (naive/central memory)
lgkbfbkb-1,CD4+ T cells (naive/central memory)
lgkchnof-1,Endothelial Cells
lgkcphik-1,Endothelial Cells
lgkdngkd-1,Endothelial Cells
lgkdnhei-1,CD8+ Cytotoxic T cells
lgkfdeph-1,CD4+ T cells (naive/central memory)
lgkgcdob-1,CD4+ T cells (naive/central memory)
lgkgkkaj-1,CD4+ T cells (naive/central memory)
lgkieilm-1,Fibroblasts (Stromal cells)
lgkigdbb-1,CD4+ T cells (naive/central memory)
lgkihala-1,CD4+ T cells (naive/central memory)
lgkjjnih-1,CD4+ T cells (naive/central memory)
lgkkmieo-1,Cytotoxic/NK-like T cells
lgkkpmlp-1,Cytotoxic/NK-like T cells
lgkmcgid-1,Fibroblasts (Stromal cells)
lgknmalm-1,CD4+ T cells (naive/central memory)
lgkphikn-1,CD4+ T cells (naive/central memory)
lglamdid-1,Endothelial Cells
lglgomph-1,Fibroblasts (Stromal cells)
lglimpop-1,Endothelial Cells
lgljdnmi-1,Cytotoxic/NK-like T cells
lgljhdom-1,CD4+ T cells (naive/central memory)
lgljjekk-1,CD8+ Cytotoxic T cells
lgljnnbk-1,Anti-inflammatory Macrophages (M2-like)
lgllekbm-1,Fibroblasts (Stromal cells)
lgllhbbj-1,Smooth Muscle Cells
lgllldfj-1,Natural Killer (NK) cells
lglnmcdm-1,Endothelial Cells
lgmalopm-1,CD8+ Cytotoxic T cells
lgmcefko-1,Fibroblasts / Myofibroblasts (Stromal cells)
lgmdncae-1,Fibroblasts (Stromal cells)
lgmfgpnj-1,Anti-inflammatory Macrophages (M2-like)
lgmfoibc-1,Anti-inflammatory Macrophages (M2-like)
lgmfoikl-1,Fibroblasts (Stromal cells)
lgmgepdd-1,Fibroblasts (Stromal cells)
lgmhlelp-1,CD4+ T cells (naive/central memory)
lgmidcll-1,Fibroblasts (Stromal cells)
lgmjmdab-1,Natural Killer (NK) cells
lgmjnaep-1,Fibroblasts (Stromal cells)
lgmkiile-1,CD4+ T cells (naive/central memory)
lgmlodom-1,CD4+ T cells (naive/central memory)
lgmmafne-1,CD4+ T cells (naive/central memory)
lgmmcfkm-1,CD4+ T cells (naive/central memory)
lgmmhlka-1,CD14+ Monocytes / Macrophages
lgmmnhbj-1,CD4+ T cells (naive/central memory)
lgmofcpp-1,CD4+ T cells (naive/central memory)
lgmpohjo-1,CD4+ T cells (naive/central memory)
lgnbgnoi-1,CD4+ T cells (naive/central memory)
lgncfhbe-1,Possible Mast Cells / Neuroendocrine-like
lgndilpk-1,Naive/Central Memory T cells
lgnelmfn-1,Possible Mast Cells / Neuroendocrine-like
lgnfelkj-1,CD4+ T cells (naive/central memory)
lgngcbgj-1,CD4+ T cells (naive/central memory)
lgnglpbk-1,CD4+ T cells (naive/central memory)
lgnipaho-1,CD4+ T cells (naive/central memory)
lgnjbpjj-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgnkhbbc-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgnkhnph-1,Possible Mast Cells / Neuroendocrine-like
lgnlbojg-1,B cells
lgnlcfao-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgnnedja-1,Endothelial Cells
lgoalmbj-1,Macrophages (possibly FCGR1A+ subset)
lgobjake-1,Endothelial Cells
lgodgcdd-1,Endothelial Cells
lgodjmpc-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgodmdop-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgogcfhj-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgojdpol-1,Smooth Muscle Cells
lgolaena-1,Endothelial Cells
lgoliibi-1,Endothelial Cells
lgollfbe-1,Endothelial Cells
lgonahcl-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgonmnpj-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgonnmhf-1,B cells
lgooaeah-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgoopeoo-1,Smooth Muscle Cells
lgpdehdd-1,Smooth Muscle Cells
lgpdlebg-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgpfdnmj-1,Endothelial Cells
lgpflfgm-1,Anti-inflammatory Macrophages (M2-like)
lgpfphhj-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgphgeda-1,Endothelial Cells
lgphimia-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgphocac-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgphojfl-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgpjpgeb-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgplifgd-1,Endothelial Cells
lgpobfbn-1,Endothelial Cells
lgpokegd-1,Smooth Muscle Cells (and/or Myofibroblasts)
lgppenma-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhaacdmd-1,Endothelial Cells
lhaanedf-1,Endothelial Cells
lhabhagd-1,B cells
lhabmlnp-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhacnllp-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhadgajh-1,Endothelial Cells
lhadpcdd-1,Endothelial Cells
lhaehelc-1,Fibroblasts (Stromal cells)
lhagcamd-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhaiamim-1,CD4+ T cells (naive/central memory)
lhaiklac-1,CD4+ T cells (naive/central memory)
lhajigfk-1,B cells
lhajlgbh-1,CD4+ T cells (naive/central memory)
lhakkmdk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhallhde-1,Fibroblasts / Myofibroblasts (Stromal cells)
lhallnkp-1,CD4+ T cells (naive/central memory)
lhalocap-1,B cells
lhamgpag-1,Endothelial Cells
lhanjele-1,Cytotoxic/NK-like T cells
lhanmifc-1,CD4+ T cells (naive/central memory)
lhanojld-1,CD4+ T cells (naive/central memory)
lhaoikak-1,CD4+ T cells (naive/central memory)
lhapbabk-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhapbffd-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhaphfkl-1,B cells
lhbaibdk-1,Possible Mast Cells / Neuroendocrine-like
lhbdiind-1,CD4+ T cells (naive/central memory)
lhbemaoi-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhbhdphc-1,CD4+ T cells (naive/central memory)
lhbhelig-1,CD4+ T cells (naive/central memory)
lhbhoefk-1,Natural Killer (NK) cells
lhbilheo-1,Plasma Cells (differentiated B cells)
lhbjilff-1,CD8+ Cytotoxic T cells
lhbjpcil-1,Cytotoxic/NK-like T cells
lhbkkijn-1,Smooth Muscle Cells
lhbkldkl-1,Fibroblasts (Stromal cells)
lhblfpab-1,CD4+ T cells (naive/central memory)
lhbmaaio-1,Smooth Muscle Cells
lhbmcjei-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhbngbeb-1,Smooth Muscle Cells
lhbngmhl-1,Smooth Muscle Cells
lhbooknf-1,Anti-inflammatory Macrophages (M2-like)
lhbpedce-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhcahnjn-1,Anti-inflammatory Macrophages (M2-like)
lhcaofig-1,B cells
lhcbklok-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhcdengc-1,Fibroblasts (Stromal cells)
lhcdmjok-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhcgnekp-1,Macrophages (possibly FCGR1A+ subset)
lhciljpa-1,Smooth Muscle Cells
lhcinhhg-1,Anti-inflammatory Macrophages (M2-like)
lhcjfame-1,Endothelial Cells
lhclcimm-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhclgihf-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhcmaojn-1,CD14+ Monocytes / Macrophages
lhcmkefo-1,Endothelial Cells
lhcnbjfi-1,Endothelial Cells
lhcpifeh-1,Cytotoxic/NK-like T cells
lhcpipkp-1,Endothelial Cells
lhdanmei-1,B cells
lhdcdohf-1,CD14+ Monocytes / Macrophages
lhdcklda-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhddkabl-1,CD4+ T cells (naive/central memory)
lhddloik-1,Endothelial Cells
lhdelefi-1,Fibroblasts / Myofibroblasts (Stromal cells)
lhdenlbk-1,Endothelial Cells
lhdhmoba-1,Endothelial Cells
lhdhnppc-1,Possible Mast Cells / Neuroendocrine-like
lhdhoocl-1,CD8+ Cytotoxic T cells
lhdiokoi-1,Fibroblasts (Stromal cells)
lhdkoifk-1,Endothelial Cells
lhdlnmjp-1,CD8+ Cytotoxic T cells
lhdlnopk-1,Fibroblasts (Stromal cells)
lhdnbdop-1,CD8+ Cytotoxic T cells
lhdnhibi-1,Endothelial Cells
lhdobgop-1,Endothelial Cells
lhdofgfb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lheadene-1,Cytotoxic/NK-like T cells
lheanmgi-1,Anti-inflammatory Macrophages (M2-like)
lhebgico-1,CD4+ T cells (naive/central memory)
lheelbcb-1,Endothelial Cells
lhehjkep-1,Endothelial Cells
lhehjomb-1,Endothelial Cells
lhejhcch-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhekncck-1,Plasma Cells (differentiated B cells)
lhelmhon-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhfadfeg-1,Anti-inflammatory Macrophages (M2-like)
lhfadgng-1,Anti-inflammatory Macrophages (M2-like)
lhfbmkhn-1,Macrophages
lhfcimei-1,Endothelial Cells
lhfdfkhc-1,B cells
lhfeadie-1,CD14+ Monocytes / Macrophages
lhffdegh-1,Endothelial Cells
lhfglgic-1,CD14+ Monocytes / Macrophages
lhfihlkb-1,Endothelial Cells
lhfjnncj-1,CD4+ T cells (naive/central memory)
lhflhdem-1,Natural Killer (NK) cells
lhflidhh-1,Anti-inflammatory Macrophages (M2-like)
lhflokfl-1,Endothelial Cells
lhfmgaid-1,Macrophages
lhfmkmop-1,CD14+ Monocytes / Macrophages
lhfmpmlm-1,CD14+ Monocytes / Macrophages
lhfnbbhi-1,Plasma Cells (differentiated B cells)
lhfnhfaf-1,CD8+ Cytotoxic T cells
lhfogbop-1,Fibroblasts (Stromal cells)
lhgbcalm-1,CD8+ Cytotoxic T cells
lhgccife-1,Natural Killer (NK) cells
lhgcgbkc-1,CD4+ T cells (naive/central memory)
lhgdnnnn-1,Macrophages
lhggpjog-1,Fibroblasts (Stromal cells)
lhghbmna-1,B cells
lhghhmni-1,B cells
lhgjjfhp-1,CD4+ T cells (naive/central memory)
lhgjmbpn-1,B cells
lhgkfdnc-1,CD8+ Cytotoxic T cells
lhgkkglk-1,Fibroblasts (Stromal cells)
lhgnngme-1,CD8+ Cytotoxic T cells
lhgpjknm-1,Fibroblasts (Stromal cells)
lhgpnemg-1,Fibroblasts (Stromal cells)
lhgpnkfk-1,Plasma Cells (differentiated B cells)
lhhannol-1,Fibroblasts (Stromal cells)
lhhbabgi-1,Cytotoxic/NK-like T cells
lhhbicoh-1,Fibroblasts (Stromal cells)
lhhfohcd-1,CD14+ Monocytes / Macrophages
lhhheeol-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhhifcfm-1,Possible Mast Cells / Neuroendocrine-like
lhhildlh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhhkpdln-1,Natural Killer (NK) cells
lhhlenhg-1,CD8+ Cytotoxic T cells
lhhmgnfj-1,CD8+ Cytotoxic T cells
lhhnfjhi-1,Endothelial Cells
lhhnjhnb-1,CD14+ Monocytes / Macrophages
lhhoillg-1,Endothelial Cells
lhhpgeka-1,Anti-inflammatory Macrophages (M2-like)
lhibedmi-1,Endothelial Cells
lhibkgac-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhicbgcp-1,Endothelial Cells
lhicello-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhicgmkg-1,CD8+ Cytotoxic T cells
lhicieci-1,CD4+ T cells (naive/central memory)
lhicmkeo-1,Endothelial Cells
lhigfloa-1,Anti-inflammatory Macrophages (M2-like)
lhigjmon-1,Macrophages
lhiipkjb-1,Endothelial Cells
lhijcebg-1,CD14+ Monocytes / Macrophages
lhijfpgh-1,Macrophages
lhikpeal-1,Cytotoxic/NK-like T cells
lhilkmjc-1,CD4+ T cells (naive/central memory)
lhiodmko-1,CD8+ Cytotoxic T cells
lhiooicd-1,CD8+ Cytotoxic T cells
lhipgbjg-1,Macrophages
lhipmfbl-1,CD8+ Cytotoxic T cells
lhjdkneg-1,CD8+ Cytotoxic T cells
lhjefnpc-1,CD8+ Cytotoxic T cells
lhjehadh-1,CD4+ T cells (naive/central memory)
lhjffnnf-1,Cytotoxic/NK-like T cells
lhjgmbpp-1,Anti-inflammatory Macrophages (M2-like)
lhjiohed-1,CD8+ Cytotoxic T cells
lhjjalmp-1,CD4+ T cells (naive/central memory)
lhjjoijd-1,Macrophages
lhjjonko-1,CD8+ Cytotoxic T cells
lhjlcdma-1,CD8+ Cytotoxic T cells
lhjoffha-1,CD8+ Cytotoxic T cells
lhjopaci-1,Naive/Central Memory T cells
lhjpiggi-1,CD14+ Monocytes / Macrophages
lhkbjnfo-1,CD8+ Cytotoxic T cells
lhkcggnc-1,CD4+ T cells (naive/central memory)
lhkdbfpn-1,CD8+ Cytotoxic T cells
lhkfdajn-1,CD14+ Monocytes / Macrophages
lhkfmpcp-1,B cells
lhkgdgdg-1,CD8+ Cytotoxic T cells
lhkgoihl-1,Natural Killer (NK) cells
lhkhlnlf-1,B cells
lhkkjgbg-1,B cells
lhkklope-1,Plasma Cells (differentiated B cells)
lhknjhih-1,CD8+ Cytotoxic T cells
lhkockfm-1,CD4+ T cells (naive/central memory)
lhkphjcm-1,CD8+ Cytotoxic T cells
lhladohl-1,CD4+ T cells (naive/central memory)
lhlaefoc-1,CD8+ Cytotoxic T cells
lhlahlod-1,CD8+ Cytotoxic T cells
lhlbaoda-1,CD14+ Monocytes / Macrophages
lhlbnlhi-1,CD8+ Cytotoxic T cells
lhlclclc-1,CD4+ T cells (naive/central memory)
lhliojkp-1,CD8+ Cytotoxic T cells
lhljdgof-1,CD8+ Cytotoxic T cells
lhlkkmhk-1,CD8+ Cytotoxic T cells
lhlkoocg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhlkpggd-1,CD8+ Cytotoxic T cells
lhlmiofh-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhlogeoc-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhlohnlb-1,CD8+ Cytotoxic T cells
lhlpbddg-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhlpfjin-1,Natural Killer (NK) cells
lhlpgmll-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhlpgpdi-1,CD8+ Cytotoxic T cells
lhmbimko-1,CD8+ Cytotoxic T cells
lhmdhdfb-1,CD4+ T cells (naive/central memory)
lhmglpbb-1,CD8+ Cytotoxic T cells
lhmhfggh-1,CD14+ Monocytes / Macrophages
lhmhnmol-1,CD8+ Cytotoxic T cells
lhmiimng-1,Anti-inflammatory Macrophages (M2-like)
lhmipopp-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhmjceki-1,CD14+ Monocytes / Macrophages
lhmjkima-1,CD14+ Monocytes / Macrophages
lhmknbjb-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhmlbpff-1,CD14+ Monocytes / Macrophages
lhmohafb-1,CD14+ Monocytes / Macrophages
lhmpafob-1,CD14+ Monocytes / Macrophages
lhmpphho-1,Fibroblasts (Stromal cells)
lhnaimpe-1,CD8+ Cytotoxic T cells
lhnceaon-1,Plasma Cells (differentiated B cells)
lhnfmeip-1,CD4+ T cells (naive/central memory)
lhnfokbb-1,B cells
lhnhehlc-1,Possible Mast Cells / Neuroendocrine-like
lhnhehob-1,CD8+ Cytotoxic T cells
lhnihmgo-1,CD8+ Cytotoxic T cells
lhnjldgi-1,CD8+ Cytotoxic T cells
lhnjpkgk-1,CD14+ Monocytes / Macrophages
lhnllbil-1,B cells
lhnllhal-1,Plasma Cells (differentiated B cells)
lhnmfbgp-1,Naive/Central Memory T cells
lhnnfoem-1,CD8+ Cytotoxic T cells
lhnpbmbe-1,CD8+ Cytotoxic T cells
lhnpdbcp-1,Cytotoxic/NK-like T cells
lhoaeife-1,Natural Killer (NK) cells
lhocbmie-1,Cytotoxic/NK-like T cells
lhodhglp-1,Plasma Cells (differentiated B cells)
lhogcmej-1,CD4+ T cells (naive/central memory)
lhohkija-1,CD4+ T cells (naive/central memory)
lhohlkkm-1,CD4+ T cells (naive/central memory)
lhojamgc-1,CD4+ T cells (naive/central memory)
lhojjenb-1,CD4+ T cells (naive/central memory)
lhokbbfb-1,Fibroblasts (Stromal cells)
lhokdnfd-1,CD4+ T cells (naive/central memory)
lhokgmdb-1,CD4+ T cells (naive/central memory)
lhomihld-1,Fibroblasts (Stromal cells)
lhonckho-1,Smooth Muscle Cells (and/or Myofibroblasts)
lhonkdhi-1,CD4+ T cells (naive/central memory)
lhopkedb-1,CD8+ Cytotoxic T cells
lhpadcmm-1,CD14+ Monocytes / Macrophages
lhpagjdm-1,B cells
lhpahmgo-1,Natural Killer (NK) cells
lhpaldnb-1,CD8+ Cytotoxic T cells
lhpbjiin-1,CD8+ Cytotoxic T cells
lhpblkki-1,CD8+ Cytotoxic T cells
lhpbnajc-1,CD4+ T cells (naive/central memory)
lhpdnnbl-1,CD4+ T cells (naive/central memory)
lhpdogca-1,CD8+ Cytotoxic T cells
lhpeacdn-1,CD4+ T cells (naive/central memory)
lhpeepkb-1,CD8+ Cytotoxic T cells
lhpejmnc-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
lhpfbcgl-1,Fibroblasts (Stromal cells)
lhpgaedb-1,CD8+ Cytotoxic T cells
lhpgbfem-1,CD4+ T cells (naive/central memory)
lhphpddc-1,CD8+ Cytotoxic T cells
lhpioibk-1,CD8+ Cytotoxic T cells
lhpjpcpj-1,Cytotoxic/NK-like T cells
lhpkkjll-1,CD8+ Cytotoxic T cells
lhpmbonl-1,CD8+ Cytotoxic T cells
lhpmeico-1,CD8+ Cytotoxic T cells
lhpnmgje-1,Macrophages
liabpcnn-1,CD8+ Cytotoxic T cells
liaegabi-1,Possible Mast Cells / Neuroendocrine-like
liafpbeb-1,CD4+ T cells (naive/central memory)
liagpade-1,CD8+ Cytotoxic T cells
liahghjj-1,Possible Mast Cells / Neuroendocrine-like
liaikghi-1,Cytotoxic/NK-like T cells
liaimgcf-1,CD8+ Cytotoxic T cells
liajapdg-1,Possible Mast Cells / Neuroendocrine-like
liajhmkc-1,Macrophages (possibly FCGR1A+ subset)
liajmhed-1,CD4+ T cells (naive/central memory)
lialhdno-1,CD4+ T cells (naive/central memory)
lialpnac-1,CD4+ T cells (naive/central memory)
liancllm-1,Fibroblasts (Stromal cells)
lianjdfc-1,Smooth Muscle Cells (and/or Myofibroblasts)
liannjno-1,Macrophages
liaonlam-1,CD4+ T cells (naive/central memory)
liaopnho-1,CD14+ Monocytes / Macrophages
liapmeba-1,Fibroblasts (Stromal cells)
libblkcg-1,CD8+ Cytotoxic T cells
libbobgn-1,CD8+ Cytotoxic T cells
libgobog-1,Endothelial Cells
libjjelc-1,CD14+ Monocytes / Macrophages
libkpmhg-1,CD8+ Cytotoxic T cells
liblmngn-1,CD8+ Cytotoxic T cells
libmalef-1,Fibroblasts (Stromal cells)
libmelga-1,CD8+ Cytotoxic T cells
libnjpga-1,Natural Killer (NK) cells
libnkmgk-1,CD8+ Cytotoxic T cells
licfdkdo-1,Endothelial Cells
licfjkai-1,CD8+ Cytotoxic T cells
liciifkg-1,Endothelial Cells
licmkngh-1,CD8+ Cytotoxic T cells
licnbkpm-1,CD8+ Cytotoxic T cells
licnfjok-1,CD8+ Cytotoxic T cells
licnpdkj-1,CD8+ Cytotoxic T cells
licoijmc-1,Endothelial Cells
licpcmpf-1,CD8+ Cytotoxic T cells
lideppbe-1,CD14+ Monocytes / Macrophages
lidfdchh-1,CD8+ Cytotoxic T cells
lidgeiap-1,CD4+ T cells (naive/central memory)
lidgpecm-1,CD4+ T cells (naive/central memory)
lidhpnia-1,Endothelial Cells
lidmkipp-1,Cytotoxic/NK-like T cells
lidmmiba-1,CD8+ Cytotoxic T cells
lidoldha-1,CD8+ Cytotoxic T cells
lidpcecb-1,CD8+ Cytotoxic T cells
lidpckbe-1,Endothelial Cells
lidpiele-1,Endothelial Cells
lieaekog-1,Cytotoxic/NK-like T cells
liebgodk-1,CD8+ Cytotoxic T cells
liecjbno-1,CD4+ T cells (naive/central memory)
lieeapml-1,Fibroblasts (Stromal cells)
lieehebf-1,Endothelial Cells
lieemdgg-1,Endothelial Cells
liefojnb-1,CD8+ Cytotoxic T cells
liehhbfg-1,Monocytes (classical CD14+)
liehjohb-1,CD4+ T cells (naive/central memory)
lieiikfl-1,CD8+ Cytotoxic T cells
liejdajn-1,Fibroblasts (Stromal cells)
liejjjil-1,CD8+ Cytotoxic T cells
lielkjeh-1,Fibroblasts (Stromal cells)
liemjbig-1,CD4+ T cells (naive/central memory)
lieoalcp-1,CD4+ T cells (naive/central memory)
lieolfmj-1,CD8+ Cytotoxic T cells
lifadaha-1,CD8+ Cytotoxic T cells
lifaiehd-1,Fibroblasts (Stromal cells)
lifancma-1,CD14+ Monocytes / Macrophages
lifbmbgb-1,CD4+ T cells (naive/central memory)
lifdkdid-1,Fibroblasts (Stromal cells)
lifeknhe-1,CD4+ T cells (naive/central memory)
lifgnfgm-1,CD8+ Cytotoxic T cells
lifidopn-1,Fibroblasts (Stromal cells)
lifihkjf-1,Fibroblasts (Stromal cells)
lifjeble-1,CD8+ Cytotoxic T cells
lifkhhlb-1,CD8+ Cytotoxic T cells
liflfgif-1,Possible Mast Cells / Neuroendocrine-like
lifmbbbk-1,Fibroblasts (Stromal cells)
lifmihjc-1,CD14+ Monocytes / Macrophages
lifmipoo-1,B cells
lifpacjh-1,CD14+ Monocytes / Macrophages
ligbkkea-1,CD8+ Cytotoxic T cells
ligcajmg-1,Fibroblasts (Stromal cells)
ligccbab-1,CD14+ Monocytes / Macrophages
ligcncep-1,CD8+ Cytotoxic T cells
ligcpobc-1,CD8+ Cytotoxic T cells
ligffoop-1,CD8+ Cytotoxic T cells
ligfjbjm-1,Endothelial Cells
lighcjch-1,CD8+ Cytotoxic T cells
ligjilci-1,CD14+ Monocytes / Macrophages
ligjmegc-1,Possible Mast Cells / Neuroendocrine-like
ligkfoii-1,CD8+ Cytotoxic T cells
ligmohen-1,Macrophages
lignciea-1,Possible Mast Cells / Neuroendocrine-like
lignhljp-1,CD14+ Monocytes / Macrophages
ligofchk-1,Fibroblasts (Stromal cells)
ligpmmgb-1,CD8+ Cytotoxic T cells
lihbdddb-1,CD4+ T cells (naive/central memory)
lihbenkk-1,CD8+ Cytotoxic T cells
lihbmeah-1,CD14+ Monocytes / Macrophages
lihckdkd-1,CD14+ Monocytes / Macrophages
lihckmoj-1,Cytotoxic/NK-like T cells
liheajip-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
liheodhp-1,Macrophages (possibly FCGR1A+ subset)
lihepakm-1,Macrophages
lihffogi-1,B cells
lihfgpoc-1,Smooth Muscle Cells (and/or Myofibroblasts)
lihfhjec-1,Fibroblasts (Stromal cells)
lihgcboe-1,Natural Killer (NK) cells
lihhjfhf-1,Possible Mast Cells / Neuroendocrine-like
lihjajka-1,B cells
lihlidmk-1,CD8+ Cytotoxic T cells
lihnakhl-1,Cytotoxic/NK-like T cells
lihnbloc-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
liiamhkn-1,Macrophages (possibly FCGR1A+ subset)
liibbdig-1,CD14+ Monocytes / Macrophages
liibfkip-1,B cells
liibngbg-1,Fibroblasts (Stromal cells)
liidfgjp-1,Anti-inflammatory Macrophages (M2-like)
liiefbfm-1,Anti-inflammatory Macrophages (M2-like)
liiffdao-1,CD4+ T cells (naive/central memory)
liiflagb-1,Endothelial Cells
liiiopph-1,Endothelial Cells
liiipagn-1,Fibroblasts (Stromal cells)
liikhbih-1,Endothelial Cells
liilffhm-1,Endothelial Cells
liillgll-1,Endothelial Cells
liilmcff-1,CD4+ T cells (naive/central memory)
liinaggg-1,Endothelial Cells
liionboo-1,Endothelial Cells
lijancfg-1,Endothelial Cells
lijanoga-1,CD8+ Cytotoxic T cells
lijaobda-1,CD4+ T cells (naive/central memory)
lijcaefa-1,Anti-inflammatory Macrophages (M2-like)
lijcajnf-1,Natural Killer (NK) cells
lijccfme-1,B cells
lijcclbe-1,CD14+ Monocytes / Macrophages
lijcngdm-1,CD8+ Cytotoxic T cells
lijeokbb-1,CD8+ Cytotoxic T cells
lijgajel-1,CD4+ T cells (naive/central memory)
lijgkeah-1,Anti-inflammatory Macrophages (M2-like)
lijieapi-1,CD4+ T cells (naive/central memory)
lijjjpdg-1,CD8+ Cytotoxic T cells
lijjndmp-1,Endothelial Cells
lijmgdij-1,CD8+ Cytotoxic T cells
lijngofh-1,CD4+ T cells (naive/central memory)
lijomlkg-1,CD4+ T cells (naive/central memory)
lijpokii-1,CD14+ Monocytes / Macrophages
likagoia-1,CD8+ Cytotoxic T cells
likblpkf-1,Cytotoxic/NK-like T cells
likdaljb-1,CD8+ Cytotoxic T cells
likdpmdn-1,CD4+ T cells (naive/central memory)
likdpnod-1,Fibroblasts (Stromal cells)
likfeeaj-1,Tumor (Epithelial) Cells - Papillary Renal Cell Carcinoma
likfocgn-1,Fibroblasts (Stromal cells)
likgbimd-1,Endothelial Cells
likgodmj-1,CD8+ Cytotoxic T cells
likgoooe-1,Endothelial Cells
likigooa-1,Endothelial Cells
likikbip-1,Anti-inflammatory Macrophages (M2-like)
likjkmok-1,CD4+ T cells (naive/central memory)
likjlaha-1,Endothelial Cells
liklcnac-1,Fibroblasts (Stromal cells)
likmjlmb-1,CD8+ Cytotoxic T cells
liknmcfc-1,Endothelial Cells
likpbfhe-1,CD8+ Cytotoxic T cells
likpclpl-1,Possible Mast Cells / Neuroendocrine-like
lilagmba-1,Endothelial Cells
lilahjml-1,CD4+ T cells (naive/central memory)
